Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
1274,"PAIN INTENSITY (0-10)","","PAIN INTENSITY (0-10)","(1-3) Mild
Pain Intensity (7-10)
Pain intensity (4-6)","","Question","Coded","Strategic Information","eHealth System Developer"
1275,"PAIN INTENSITY (1-5)","","PAIN INTENSITY (1-5)","","","Finding","Numeric","","eHealth System Developer"
1276,"PAIN INTENSITY (FACES)","","PAIN INTENSITY (FACES)","","","Finding","Text","","eHealth System Developer"
1277,"MODERATE","","MODERATE","","","Misc","N/A","","eHealth System Developer"
1278,"A LITTLE","","A LITTLE","","","Misc","N/A","","eHealth System Developer"
1279,"VERY MUCH","","VERY MUCH","","","Misc","N/A","","eHealth System Developer"
1280,"EXTREME","","EXTREME","","","Misc","N/A","","eHealth System Developer"
1281,"EXTENT PAIN PREVENTS ADL","","EXTENT PAIN PREVENTS ADL","A LITTLE
EXTREME
None
MODERATE
VERY MUCH","","Finding","Coded","","eHealth System Developer"
1282,"MEDICAL TREATMENT FOR ADL","","MEDICAL TREATMENT FOR ADL","None
A LITTLE
VERY MUCH
EXTREME
MODERATE","","Finding","Coded","","eHealth System Developer"
1283,"MEDICATION NAME","","MEDICATION NAME","","","Finding","Text","","eHealth System Developer"
1284,"MEDICATION DOSE","","MEDICATION DOSE","","","Finding","Text","eHealth System Developer","eHealth System Developer"
1285,"MEDICATION FREQUENCY","","MEDICATION FREQUENCY","","","Finding","Text","","eHealth System Developer"
1286,"PRESCRIBED BY DOCTOR","","PRESCRIBED BY DOCTOR","","","Finding","N/A","","eHealth System Developer"
1287,"PRESCRIBED BY TRADITIONAL HEALER","","PRESCRIBED BY TRADITIONAL HEALER","","","Finding","N/A","","eHealth System Developer"
1288,"METHOD OF OBTAINING MEDICATION","","METHOD OF OBTAINING MEDICATION","PRESCRIBED BY DOCTOR
OTHER NON-CODED
PRESCRIBED BY TRADITIONAL HEALER","","Finding","Coded","","eHealth System Developer"
1289,"USE PAIN RELIEF","Does patient use any other method of pain relief","Patient uses other method of pain relief
USE PAIN RELIEF
Do you use any other method of pain relief","NO
YES","","Question","Coded","Strategic Information","eHealth System Developer"
1290,"SUFFICIENT PAIN CONTROL","","SUFFICIENT PAIN CONTROL","YES
NO","","Finding","Coded","","eHealth System Developer"
1291,"EDUCATED PATIENT ON DOSAGE OF PAIN MANAGMENT","","EDUCATED PATIENT ON DOSAGE OF PAIN MANAGMENT","YES","","Finding","Coded","","eHealth System Developer"
1292,"EDUCATED PATIENT ON NON PHARMACOLOGICAL INTERVENTIONS","","EDUCATED PATIENT ON NON PHARMACOLOGICAL INTERVENTIONS","NO
YES","","Finding","Coded","","eHealth System Developer"
1293,"NUMBER OF FAMILY MEMBERS IN HOUSEHOLD","","NUMBER OF FAMILY MEMBERS IN HOUSEHOLD
NO_OF_FMLY_MBRS","","","Question","Numeric","Strategic Information","eHealth System Developer"
1294,"NUMBER OF EMPLOYED FAMILY MEMBERS","","NUMBER OF EMPLOYED FAMILY MEMBERS","","","Finding","Numeric","","eHealth System Developer"
1295,"NUMBER OF CHILDREN","","NUMBER OF CHILDREN","","","Finding","Numeric","","eHealth System Developer"
1296,"DO YOU HAVE CHILDREN","","DO YOU HAVE CHILDREN","YES
NO","","Question","Coded","Strategic Information","eHealth System Developer"
1297,"NUMBER OF CHILDREN TESTED FOR HIV","","NUMBER OF CHILDREN TESTED FOR HIV","","","Finding","Numeric","","eHealth System Developer"
1298,"NUMBER OF FAMILY MEMBERS TESTED POSITIVE FOR HIV","How many family members of patient tested positive for HIV?","NUMBER OF FAMILY MEMBERS TESTED POSITIVE FOR HIV","","","Question","Numeric","Strategic Information","eHealth System Developer"
1299,"FAMILY MEMBERS RECEIVING HIV CARE","","FAMILY MEMBERS RECEIVING HIV CARE","YES
NO","","Finding","Coded","","eHealth System Developer"
1300,"FAMILY MEMBER DIED FROM HIV","","FAMILY MEMBER DIED FROM HIV","YES
NO","","Finding","Coded","","eHealth System Developer"
1301,"NUMBER OF FAMILY MEMBERS WHO DIED OF HIV","","NUMBER OF FAMILY MEMBERS WHO DIED OF HIV","","","Finding","Numeric","","eHealth System Developer"
1302,"NUMBER OF SEXUAL PARTNERS (LAST 6 MONTHS)","","NUMBER OF SEXUAL PARTNERS (LAST 6 MONTHS)","","","Finding","Numeric","","eHealth System Developer"
1303,"REFUSED TO ANSWER","","REFUSED TO ANSWER","","","Misc","N/A","","eHealth System Developer"
1304,"SEXUAL PARTNERS IN LAST 6 MONTHS","","SEXUAL PARTNERS IN LAST 6 MONTHS","REFUSED TO ANSWER
None
UNKNOWN","","Finding","Coded","","eHealth System Developer"
1305,"PARTNERS SEX","","PARTNERS SEX","FEMALE
MALE","","Finding","Coded","","eHealth System Developer"
1306,"REGULAR","","REGULAR","","","Misc","N/A","","eHealth System Developer"
1307,"CASUAL","","CASUAL","","","Misc","N/A","","eHealth System Developer"
1308,"RELATIONSHIP TYPE","","RELATIONSHIP TYPE","REGULAR
CASUAL","","Finding","Coded","","eHealth System Developer"
1309,"PARTNERS AGE","","PARTNERS AGE","","","Finding","Numeric","","eHealth System Developer"
1310,"ALWAYS","","ALWAYS","","","Misc","N/A","","eHealth System Developer"
1311,"SOMETIMES","","SOMETIMES","","","Misc","N/A","","eHealth System Developer"
1312,"Never","","Never","","","Misc","N/A","","eHealth System Developer"
1313,"FREQUENCY OF CONDOM USE","","FREQUENCY OF CONDOM USE","ALWAYS
Never
SOMETIMES","","Finding","Coded","","eHealth System Developer"
1314,"PARTNER TESTED FOR HIV/STI IN THE PAST 6 MONTHS","","PARTNER TESTED FOR HIV/STI IN THE PAST 6 MONTHS
PARTNER TESTED FOR HIV
PARTNER TESTED FOR HIV/STI","NO
YES
UNKNOWN","","Question","Coded","Strategic Information","eHealth System Developer"
1315,"PARTNER EVER HAD STI","","PARTNER EVER HAD STI","NO
YES
UNKNOWN","","Finding","Coded","","eHealth System Developer"
1316,"PARTNERS CHANCE OF HAVING HIV","0=impossible, 10=high probablility","PARTNERS CHANCE OF HAVING HIV","","","Finding","Numeric","","eHealth System Developer"
1317,"WILL BRING PARTNER FOR HCT","","WILL BRING PARTNER FOR HCT","YES
NO","","Question","Coded","Strategic Information","eHealth System Developer"
1318,"ABSTINENCE","","ABSTINENCE","","","Finding","N/A","","eHealth System Developer"
1319,"SAFER SEX METHOD","","SAFER SEX METHOD","OTHER NON-CODED
CONDOMS
ABSTINENCE
None","","Finding","Coded","","eHealth System Developer"
1320,"USE OF INTRAVAGINAL PREPARATIONS","","USE OF INTRAVAGINAL PREPARATIONS","NO
YES","","Finding","Coded","","eHealth System Developer"
1321,"HAD SEX WHILE UNDER THE INFLUENCE","","HAD SEX WHILE UNDER THE INFLUENCE","YES
NO","","Finding","Coded","","eHealth System Developer"
1322,"DIAGNOSED WITH STI IN LAST 6 MONTHS","","DIAGNOSED WITH STI IN LAST 6 MONTHS","NO
YES","","Finding","Coded","","eHealth System Developer"
1323,"PARTNER DIAGNOSED WITH STI IN LAST 6 MONTHS","","PARTNER DIAGNOSED WITH STI IN LAST 6 MONTHS","","","Finding","Coded","","eHealth System Developer"
1324,"PAIN ON URINATION IN LAST 6 MONTHS","","PAIN ON URINATION IN LAST 6 MONTHS","YES
NO","","Finding","Coded","","eHealth System Developer"
1325,"GENITAL SORES IN LAST 6 MONTHS","","GENITAL SORES IN LAST 6 MONTHS","NO
YES","","Finding","Coded","","eHealth System Developer"
1326,"PLANNING ON BECOMING PREGNANT","","PLANNING ON BECOMING PREGNANT","YES
NO","","Finding","Coded","","eHealth System Developer"
1327,"STI TREATMENT PROVIDED","","STI TREATMENT PROVIDED","NO
YES","","Finding","Coded","","eHealth System Developer"
1328,"STI COUNCELING","","STI COUNCELING","","","Misc Order","N/A","","eHealth System Developer"
1329,"CONDOM EDUCATION","","CONDOM EDUCATION","","","Misc Order","N/A","","eHealth System Developer"
1330,"A LOT","","A LOT","","","Misc","N/A","","eHealth System Developer"
1331,"REGRETS ABOUT PREVIOUS LIFE","","REGRETS ABOUT PREVIOUS LIFE","A LOT
SOMETIMES
Never
ALWAYS
A LITTLE","","Finding","Coded","","eHealth System Developer"
1332,"ANGRY ABOUT HIV RISK BEHAVIOUR","","ANGRY ABOUT HIV RISK BEHAVIOUR","A LOT
SOMETIMES
ALWAYS
A LITTLE
None","","Finding","Coded","","eHealth System Developer"
1333,"LIMIT PERSONAL INFORMATION","","LIMIT PERSONAL INFORMATION","Never
ALWAYS
A LITTLE
A LOT
SOMETIMES","","Finding","Coded","","eHealth System Developer"
1334,"AFRAID TO DISCLOSE HIV STATUS","","AFRAID TO DISCLOSE HIV STATUS","A LOT
A LITTLE
Never
SOMETIMES
ALWAYS","","Finding","Coded","","eHealth System Developer"
1335,"AFRAID TO DISCLOSE HIV STATUS TO FAMILY","","AFRAID TO DISCLOSE HIV STATUS TO FAMILY","SOMETIMES
A LOT
Never
A LITTLE
ALWAYS","","Finding","Coded","","eHealth System Developer"
1336,"AFRAID PEOPLE AT WORK WILL KNOW HIV STATUS","","AFRAID PEOPLE AT WORK WILL KNOW HIV STATUS","Never
SOMETIMES
ALWAYS
A LOT
A LITTLE","","Finding","Coded","","eHealth System Developer"
1337,"AFRAID TO LOSE INCOME BECAUSE OF HIV STATUS","","AFRAID TO LOSE INCOME BECAUSE OF HIV STATUS","A LOT
SOMETIMES
ALWAYS
A LITTLE
Never","","Finding","Coded","","eHealth System Developer"
1338,"FELT IN CONTROL OF LIFE","","FELT IN CONTROL OF LIFE","SOMETIMES
Never
A LITTLE
A LOT
ALWAYS","","Finding","Coded","","eHealth System Developer"
1339,"PARTNER","","PARTNER","","","Misc","N/A","","eHealth System Developer"
1340,"HIV STATUS DISCLOSED TO","","HIV STATUS DISCLOSED TO","CLINIC STAFF
SUPPORT GROUP MEMBER
OTHER FAMILY MEMBER
Spouse
MOTHER
OTHER NON-CODED
UNCLE
SISTER
FATHER
FRIEND
AUNT
PARTNER
FAMILY MEMBER
SON
None
SPIRITUAL LEADER
BROTHER
DAUGHTER","","Finding","Coded","","eHealth System Developer"
1341,"DIFFICULTY LIVING THE WAY PATIENT DESIRES","","DIFFICULTY LIVING THE WAY PATIENT DESIRES","A LOT
A LITTLE
ALWAYS
SOMETIMES
Never","","Finding","Coded","","eHealth System Developer"
1342,"NOT ENOUGH MONEY TO CARE FOR PATIENT","","NOT ENOUGH MONEY TO CARE FOR PATIENT","Never
SOMETIMES
A LOT
A LITTLE
ALWAYS","","Finding","Coded","","eHealth System Developer"
1343,"NO PROBLEMS WITH MEDICATION TIME, DOSE, OR SIDE EFFECTS","","NO PROBLEMS WITH MEDICATION TIME, DOSE, OR SIDE EFFECTS","","","Finding","N/A","","eHealth System Developer"
1344,"HAVING SOME DIFFICULTY","","HAVING SOME DIFFICULTY","","","Finding","N/A","","eHealth System Developer"
1345,"NOT COPING","","NOT COPING","","","Finding","N/A","","eHealth System Developer"
1346,"HOW IS PATIENT COPING WITH MEDICATION","","HOW IS PATIENT COPING WITH MEDICATION
Patient coping with medication","NOT COPING
HAVING SOME DIFFICULTY
NO PROBLEMS WITH MEDICATION TIME, DOSE, OR SIDE EFFECTS","","Question","Coded","Strategic Information","eHealth System Developer"
1347,"HOUSE OF WORSHIP","","HOUSE OF WORSHIP","","","Misc","N/A","","eHealth System Developer"
1348,"WHO HELPS COPE WITH STATUS","","WHO HELPS COPE WITH STATUS","FAMILY MEMBER
HOUSE OF WORSHIP
OTHER NON-CODED
SUPPORT GROUP
PARTNER
None
FRIEND","","Finding","Coded","","eHealth System Developer"
1349,"PIPED TAP WATER","","PIPED TAP WATER","","","Misc","N/A","","eHealth System Developer"
1350,"WELL (WATER)","","WELL (WATER)","","","Misc","N/A","","eHealth System Developer"
1351,"RIVER / STREAM","","RIVER / STREAM","","","Misc","N/A","","eHealth System Developer"
1352,"COMMUNITY TAP","","COMMUNITY TAP","","","Misc","N/A","","eHealth System Developer"
1353,"SOURCE OF WATER","","SOURCE OF WATER","RIVER / STREAM
WELL (WATER)
COMMUNITY TAP
OTHER NON-CODED
PIPED TAP WATER","","Finding","Coded","","eHealth System Developer"
1354,"BOILING","Boil water","BOILING
BOIL","","","Misc","N/A","","eHealth System Developer"
1355,"WATER GUARD","","WATER GUARD","","","Misc","N/A","","eHealth System Developer"
1356,"HOW DOES PATIENT PREPARE DRINKING WATER","Which method does patient use in preparing drinking water?","HOW DOES PATIENT PREPARE DRINKING WATER
Drinking water preparation method","WATER GUARD
BOILING
None","","Question","Coded","Strategic Information","eHealth System Developer"
1357,"STORE WATER","","STORE WATER","YES
NO","","Finding","Coded","","eHealth System Developer"
1358,"JERI CAN","","JERI CAN","","","Misc","N/A","","eHealth System Developer"
1359,"BUCKET","","BUCKET","","","Misc","N/A","","eHealth System Developer"
1360,"CLAY POT","","CLAY POT","","","Misc","N/A","","eHealth System Developer"
1361,"WATER STORAGE LOCATION","","WATER STORAGE LOCATION","JERI CAN
BUCKET
CLAY POT
OTHER NON-CODED","","Finding","Coded","","eHealth System Developer"
1362,"WATER SAFETY MEASURES SUFFICIENT","","WATER SAFETY MEASURES SUFFICIENT","NO
YES","","Finding","Coded","","eHealth System Developer"
1363,"SAFE WATER SYSTEM PROVIDED","","SAFE WATER SYSTEM PROVIDED","NO
YES","","Finding","Coded","","eHealth System Developer"
1364,"Number of insecticide treated mosquito nets","","NUMBER OF BED NETS
Number of insecticide treated mosquito nets","","","Question","Numeric","Strategic Information","eHealth System Developer"
1365,"ARE BED NETS TREATED","","ARE BED NETS TREATED","NO
YES","","Question","Coded","","eHealth System Developer"
1366,"SUFFICIENT NUMBER OF BED NETS IN HOUSE","","SUFFICIENT NUMBER OF BED NETS IN HOUSE","YES
NO","","Finding","Coded","","eHealth System Developer"
1367,"Educated on malaria health risks and benefits of prevention methods, instruction on net use","Educated patient on malaria health risks and benefits of prevention methods, instruction on net use","Educated on malaria health risks and benefits of prevention methods, instruction on net use
Educated regarding malaria health risks and benefits of prevention methods
MALARIA COUNSELING","","","Misc","N/A","Strategic Information","eHealth System Developer"
1368,"ITN PROVIDED","Insecticide treated nets was provided for patient","INSECTICIDE TREATED NET PROVIDED
ITN PROVIDED","NO
YES","","Finding","Coded","","eHealth System Developer"
1369,"Malaria IPT","Patient was provided with Malaria intermittent preventive therapy or Malaria intermittent preventive treatment","MALARIA IPT PROVIDED
Malaria Intermittent preventive therapy services provided
Malaria Intermittent Preventive Treatment services provided 
Malaria IPT","NO
YES","","Finding","Coded","","eHealth System Developer"
1370,"1-2 TIMES","","1-2 TIMES","","","Misc","N/A","","eHealth System Developer"
1371,"3-10 TIMES","","3-10 TIMES","","","Misc","N/A","","eHealth System Developer"
1372,"MORE THAN 10 TIMES","","MORE THAN 10 TIMES","","","Misc","N/A","","eHealth System Developer"
1373,"NUMBER OF TIMES PATIENT WORRIED NOT ENOUGH FOOD","","NUMBER OF TIMES PATIENT WORRIED NOT ENOUGH FOOD","3-10 TIMES
1-2 TIMES
N/A
MORE THAN 10 TIMES","","Finding","Coded","eHealth System Developer","eHealth System Developer"
1374,"NUMBER OF TIMES NOT ENOUGH FOOD","","NUMBER OF TIMES NOT ENOUGH FOOD","MORE THAN 10 TIMES
N/A
1-2 TIMES
3-10 TIMES","","Finding","Coded","","eHealth System Developer"
1375,"NUMBER OF TIMES NO FOOD FOR WHOLE DAY","","NUMBER OF TIMES NO FOOD FOR WHOLE DAY","MORE THAN 10 TIMES
N/A
1-2 TIMES
3-10 TIMES","","Finding","Coded","","eHealth System Developer"
1376,"ACCESS TO ADDITIONAL FOOD","","ACCESS TO ADDITIONAL FOOD","YES
NO","","Finding","Coded","","eHealth System Developer"
1377,"TAKING FOOD SUPPLEMENTS","","TAKING FOOD SUPPLEMENTS","YES
NO","","Finding","Coded","","eHealth System Developer"
1378,"ACTION MEAL PRESCRIBED","","ACTION MEAL PRESCRIBED","NO
YES","","Finding","Coded","","eHealth System Developer"
1379,"FOOD BANK","","FOOD BANK","","","Misc","N/A","","eHealth System Developer"
1380,"NUTRITIONIST","","NUTRITIONIST","","","Misc","N/A","","eHealth System Developer"
1381,"LACA FOOD DISTRIBUTION","","LACA FOOD DISTRIBUTION","","","Misc","N/A","","eHealth System Developer"
1382,"NGO","","FBO
NGO","","","Misc","N/A","","eHealth System Developer"
1383,"FOOD BY PRESCRIPTION","","FOOD BY PRESCRIPTION","","","Misc","N/A","","eHealth System Developer"
1384,"IEC MATERIALS PROVIDED","","IEC MATERIALS PROVIDED","","","Misc","N/A","","eHealth System Developer"
1385,"POSITIVE LIVING INFORMATION","","POSITIVE LIVING INFORMATION","","","Misc","N/A","","eHealth System Developer"
1386,"SYMPTOM AND PAIN FACT SHEET","","SYMPTOM AND PAIN FACT SHEET","","","Misc","N/A","","eHealth System Developer"
1387,"SOCIAL WORKER","","SOCIAL WORKER","","","Misc","N/A","","eHealth System Developer"
1388,"COUNSELOR","","PSYCHOLOGIST
COUNSELOR","","","Misc","N/A","","eHealth System Developer"
1389,"REFERENCE LEADER","","REFERENCE LEADER","","","Misc","N/A","","eHealth System Developer"
1390,"USE PILL BOX","","USE PILL BOX","","","Misc","Coded","Strategic Information","eHealth System Developer"
1391,"USE ALARM OR TEXT MESSAGE","","USE ALARM OR TEXT MESSAGE","","","Misc","N/A","","eHealth System Developer"
1392,"PILL TAKEN WITH DAILY ROUTINE","","PILL TAKEN WITH DAILY ROUTINE","","","Misc","N/A","","eHealth System Developer"
1393,"USE PATIENT EDUCATIONAL MODULES","","USE PATIENT EDUCATIONAL MODULES","","","Misc","N/A","","eHealth System Developer"
1394,"MEDICATION PRACTICE TRIAL","","MEDICATION PRACTICE TRIAL","","","Misc","N/A","","eHealth System Developer"
1395,"TREATMENT SUPPORT SPECIALIST","","TREATMENT SUPPORT SPECIALIST","","","Misc","N/A","","eHealth System Developer"
1396,"TREATMENT PREPARATION","","TREATMENT PREPARATION","TREATMENT SUPPORT SPECIALIST
TREATMENT PARTNER
SUPPORT GROUP
USE ALARM OR TEXT MESSAGE
None
MEDICATION PRACTICE TRIAL
USE PATIENT EDUCATIONAL MODULES
USE PILL BOX
PILL TAKEN WITH DAILY ROUTINE
Make medication more palatable
Other treatment preparation strategies
WOT
Use DOT","","Finding","Coded","","eHealth System Developer"
1397,"POOR","","POOR","","","Misc","N/A","","eHealth System Developer"
1398,"GOOD","","GOOD","","","Misc","N/A","","eHealth System Developer"
1399,"VERY GOOD","","VERY GOOD","","","Misc","N/A","","eHealth System Developer"
1400,"PERFECT","","PERFECT","","","Misc","N/A","","eHealth System Developer"
1401,"ADHERENCE OVER LAST MONTH (self reported)","","SELF REPORTED ADHERENCE OVER LAST MONTH
SELF REPORTED ADHERENCE
ADHERENCE OVER LAST MONTH (self reported)","PERFECT
POOR
GOOD
VERY GOOD","","Question","Coded","Strategic Information","eHealth System Developer"
1402,"CLINIC STAFF","","CLINIC STAFF","","","Misc","N/A","","eHealth System Developer"
1403,"SUPPORT GROUP MEMBER","","SUPPORT GROUP MEMBER","","","Misc","N/A","","eHealth System Developer"
1404,"SPIRITUAL LEADER","","SPIRITUAL LEADER
RELIGIOUS LEADER","","","Misc","N/A","","eHealth System Developer"
1405,"SON","","SON","","","Misc","N/A","","eHealth System Developer"
1406,"DAUGHTER","","DAUGHTER","","","Misc","N/A","","eHealth System Developer"
1407,"BROTHER","","BROTHER","","","Misc","N/A","","eHealth System Developer"
1408,"SISTER","","SISTER","","","Misc","N/A","","eHealth System Developer"
1409,"UNCLE","","UNCLE","","","Misc","N/A","","eHealth System Developer"
1410,"AUNT","","AUNT","","","Misc","N/A","","eHealth System Developer"
1411,"FATHER","","FATHER","","","Misc","N/A","","eHealth System Developer"
1412,"MOTHER","","MOTHER","","","Misc","N/A","","eHealth System Developer"
1413,"REASONS FOR MISSING MEDICATIONS SINCE LAST VIST","","REASONS FOR MISSING MEDICATIONS SINCE LAST VIST
REASONS FOR MISSING MEDICATIONS","CHILD VOMITS MEDICATION
DID NOT UNDERSTAND HOW TO GIVE MEDIATIONS
CAREGIVER DID NOT WANT TO GIVE MEDICATION
CHILD REFUSES MEDICATION
CHILD SPITS MEDICATION OUT
FELT BETTER
RELIGIOUS REASONS
TOO MANY PILLS
CANNOT AFFORD TREATMENT
DID NOT WANT TO TAKE MEDICATION
STIGMA
FELT DEPRESSED
DID NOT UNDERSTAND HOW TO TAKE MEDICATION
FELT SICK
SIDE EFFECTS
PATIENT MOVED
LOST MEDICATION
MEDICATION STOCK OUT
CHANGE IN CAREGIVER
CAREGIVER MOVED
CLINICAL FAILURE
Never went back
Drugs not available
Ran out of medication
Doctor's Instruction
Couldn't adhere to schedule 
ROUTINE CHANGE
Patient preference
FELL ASLEEP
TOXICITY, DRUG
BECAME PREGNANT
Immunologic failure
BUSY
Virology failure
PATIENT FORGOT
N/A","","Finding","Coded","","eHealth System Developer"
1414,"FELL ASLEEP","","FELL ASLEEP","","","Finding","N/A","","eHealth System Developer"
1415,"ROUTINE CHANGE","","ROUTINE CHANGE","","","Finding","N/A","","eHealth System Developer"
1416,"BUSY","","BUSY","","","Finding","N/A","","eHealth System Developer"
1417,"BECAME PREGNANT","","BECAME PREGNANT","","","Finding","N/A","","eHealth System Developer"
1418,"LOST MEDICATION","","LOST MEDICATION","","","Finding","N/A","","eHealth System Developer"
1419,"FELT SICK","","FELT SICK","","","Finding","N/A","","eHealth System Developer"
1420,"SIDE EFFECTS","","SIDE EFFECTS","","","Finding","N/A","","eHealth System Developer"
1421,"FELT DEPRESSED","","FELT DEPRESSED","","","Finding","N/A","","eHealth System Developer"
1422,"DID NOT UNDERSTAND HOW TO TAKE MEDICATION","","DID NOT UNDERSTAND HOW TO TAKE MEDICATION","","","Finding","N/A","","eHealth System Developer"
1423,"STIGMA","","STIGMA","","","Finding","N/A","","eHealth System Developer"
1424,"DID NOT WANT TO TAKE MEDICATION","","DID NOT WANT TO TAKE MEDICATION","","","Finding","N/A","","eHealth System Developer"
1425,"TOO MANY PILLS","","TOO MANY PILLS","","","Finding","N/A","","eHealth System Developer"
1426,"RELIGIOUS REASONS","","RELIGIOUS REASONS","","","Finding","N/A","","eHealth System Developer"
1427,"CLINICAL FAILURE","","CLINICAL FAILURE","","","Finding","N/A","","eHealth System Developer"
1428,"CHILD REFUSES MEDICATION","","CHILD REFUSES MEDICATION","","","Finding","N/A","","eHealth System Developer"
1429,"CHILD SPITS MEDICATION OUT","","CHILD SPITS MEDICATION OUT","","","Finding","N/A","","eHealth System Developer"
1430,"CHILD VOMITS MEDICATION","","CHILD VOMITS MEDICATION","","","Finding","N/A","","eHealth System Developer"
